date,la_fuel_price,yr,mo,day
5/18/1999,0.525,1999,5,18
5/19/1999,0.525,1999,5,19
5/20/1999,0.51,1999,5,20
5/21/1999,0.53,1999,5,21
5/24/1999,0.533,1999,5,24
5/25/1999,0.53,1999,5,25
5/26/1999,0.575,1999,5,26
5/27/1999,0.585,1999,5,27
5/28/1999,0.59,1999,5,28
6/1/1999,0.603,1999,6,1
6/2/1999,0.645,1999,6,2
6/3/1999,0.645,1999,6,3
6/4/1999,0.66,1999,6,4
6/7/1999,0.695,1999,6,7
6/8/1999,0.705,1999,6,8
6/9/1999,0.72,1999,6,9
6/10/1999,0.72,1999,6,10
6/11/1999,0.73,1999,6,11
6/14/1999,0.74,1999,6,14
6/15/1999,0.715,1999,6,15
6/16/1999,0.71,1999,6,16
6/17/1999,0.705,1999,6,17
6/18/1999,0.69,1999,6,18
6/21/1999,0.61,1999,6,21
6/22/1999,0.635,1999,6,22
6/23/1999,0.625,1999,6,23
6/24/1999,0.645,1999,6,24
6/25/1999,0.65,1999,6,25
6/28/1999,0.658,1999,6,28
6/29/1999,0.67,1999,6,29
6/30/1999,0.67,1999,6,30
7/1/1999,0.678,1999,7,1
7/2/1999,0.678,1999,7,2
7/6/1999,0.675,1999,7,6
7/7/1999,0.69,1999,7,7
7/8/1999,0.668,1999,7,8
7/9/1999,0.67,1999,7,9
7/12/1999,0.67,1999,7,12
7/13/1999,0.67,1999,7,13
7/14/1999,0.69,1999,7,14
7/15/1999,0.695,1999,7,15
7/16/1999,0.72,1999,7,16
7/19/1999,0.735,1999,7,19
7/20/1999,0.72,1999,7,20
7/21/1999,0.67,1999,7,21
7/22/1999,0.68,1999,7,22
7/23/1999,0.675,1999,7,23
7/26/1999,0.67,1999,7,26
7/27/1999,0.665,1999,7,27
7/28/1999,0.69,1999,7,28
7/29/1999,0.75,1999,7,29
7/30/1999,0.785,1999,7,30
8/2/1999,0.79,1999,8,2
8/3/1999,0.775,1999,8,3
8/4/1999,0.768,1999,8,4
8/5/1999,0.76,1999,8,5
8/6/1999,0.755,1999,8,6
8/9/1999,0.755,1999,8,9
8/10/1999,0.745,1999,8,10
8/11/1999,0.71,1999,8,11
8/12/1999,0.69,1999,8,12
8/13/1999,0.69,1999,8,13
8/16/1999,0.675,1999,8,16
8/17/1999,0.72,1999,8,17
8/18/1999,0.71,1999,8,18
8/19/1999,0.69,1999,8,19
8/20/1999,0.7,1999,8,20
8/23/1999,0.688,1999,8,23
8/24/1999,0.685,1999,8,24
8/25/1999,0.675,1999,8,25
8/26/1999,0.675,1999,8,26
8/27/1999,0.675,1999,8,27
8/30/1999,0.68,1999,8,30
8/31/1999,0.68,1999,8,31
9/1/1999,0.685,1999,9,1
9/2/1999,0.67,1999,9,2
9/3/1999,0.66,1999,9,3
9/7/1999,0.665,1999,9,7
9/8/1999,0.675,1999,9,8
9/9/1999,0.68,1999,9,9
9/10/1999,0.685,1999,9,10
9/13/1999,0.685,1999,9,13
9/14/1999,0.68,1999,9,14
9/15/1999,0.68,1999,9,15
9/16/1999,0.675,1999,9,16
9/17/1999,0.67,1999,9,17
9/20/1999,0.665,1999,9,20
9/21/1999,0.655,1999,9,21
9/22/1999,0.658,1999,9,22
9/23/1999,0.705,1999,9,23
9/24/1999,0.695,1999,9,24
9/27/1999,0.69,1999,9,27
9/28/1999,0.69,1999,9,28
9/29/1999,0.72,1999,9,29
9/30/1999,0.695,1999,9,30
10/1/1999,0.705,1999,10,1
10/4/1999,0.698,1999,10,4
10/5/1999,0.685,1999,10,5
10/6/1999,0.68,1999,10,6
10/7/1999,0.673,1999,10,7
10/8/1999,0.665,1999,10,8
10/11/1999,0.678,1999,10,11
10/12/1999,0.695,1999,10,12
10/13/1999,0.708,1999,10,13
10/14/1999,0.708,1999,10,14
10/15/1999,0.705,1999,10,15
10/18/1999,0.7,1999,10,18
10/19/1999,0.705,1999,10,19
10/20/1999,0.705,1999,10,20
10/21/1999,0.715,1999,10,21
10/22/1999,0.715,1999,10,22
10/25/1999,0.72,1999,10,25
10/26/1999,0.763,1999,10,26
10/27/1999,0.753,1999,10,27
10/28/1999,0.745,1999,10,28
10/29/1999,0.745,1999,10,29
11/1/1999,0.83,1999,11,1
11/2/1999,0.84,1999,11,2
11/3/1999,0.855,1999,11,3
11/4/1999,0.863,1999,11,4
11/5/1999,0.875,1999,11,5
11/8/1999,0.845,1999,11,8
11/9/1999,0.845,1999,11,9
11/10/1999,0.825,1999,11,10
11/11/1999,0.785,1999,11,11
11/12/1999,0.76,1999,11,12
11/15/1999,0.805,1999,11,15
11/16/1999,0.78,1999,11,16
11/17/1999,0.775,1999,11,17
11/18/1999,0.775,1999,11,18
11/19/1999,0.775,1999,11,19
11/22/1999,0.768,1999,11,22
11/23/1999,0.77,1999,11,23
11/24/1999,0.785,1999,11,24
11/26/1999,0.785,1999,11,26
11/29/1999,0.775,1999,11,29
11/30/1999,0.755,1999,11,30
12/1/1999,0.745,1999,12,1
12/2/1999,0.745,1999,12,2
12/3/1999,0.74,1999,12,3
12/6/1999,0.73,1999,12,6
12/7/1999,0.72,1999,12,7
12/8/1999,0.705,1999,12,8
12/9/1999,0.715,1999,12,9
12/10/1999,0.695,1999,12,10
12/13/1999,0.715,1999,12,13
12/14/1999,0.715,1999,12,14
12/15/1999,0.735,1999,12,15
12/16/1999,0.77,1999,12,16
12/17/1999,0.77,1999,12,17
12/20/1999,0.795,1999,12,20
12/21/1999,0.8,1999,12,21
12/22/1999,0.8,1999,12,22
12/23/1999,0.8,1999,12,23
12/27/1999,0.815,1999,12,27
12/28/1999,0.83,1999,12,28
12/29/1999,0.825,1999,12,29
12/30/1999,0.83,1999,12,30
1/4/2000,0.82,2000,1,4
1/5/2000,0.818,2000,1,5
1/6/2000,0.795,2000,1,6
1/7/2000,0.795,2000,1,7
1/10/2000,0.795,2000,1,10
1/11/2000,0.815,2000,1,11
1/12/2000,0.825,2000,1,12
1/13/2000,0.845,2000,1,13
1/14/2000,0.835,2000,1,14
1/18/2000,0.855,2000,1,18
1/19/2000,0.87,2000,1,19
1/20/2000,0.93,2000,1,20
1/21/2000,0.94,2000,1,21
1/24/2000,0.915,2000,1,24
1/25/2000,0.9,2000,1,25
1/26/2000,0.875,2000,1,26
1/27/2000,0.865,2000,1,27
1/28/2000,0.845,2000,1,28
1/31/2000,0.845,2000,1,31
2/1/2000,0.838,2000,2,1
2/2/2000,0.863,2000,2,2
2/3/2000,0.86,2000,2,3
2/4/2000,0.885,2000,2,4
2/7/2000,0.875,2000,2,7
2/8/2000,0.87,2000,2,8
2/9/2000,0.88,2000,2,9
2/10/2000,0.88,2000,2,10
2/11/2000,0.885,2000,2,11
2/14/2000,0.885,2000,2,14
2/15/2000,0.885,2000,2,15
2/16/2000,0.89,2000,2,16
2/17/2000,0.878,2000,2,17
2/18/2000,0.885,2000,2,18
2/22/2000,0.893,2000,2,22
2/23/2000,0.895,2000,2,23
2/24/2000,0.89,2000,2,24
2/25/2000,0.925,2000,2,25
2/28/2000,0.94,2000,2,28
2/29/2000,0.945,2000,2,29
3/1/2000,0.96,2000,3,1
3/2/2000,0.953,2000,3,2
3/3/2000,0.953,2000,3,3
3/6/2000,0.96,2000,3,6
3/7/2000,1,2000,3,7
3/8/2000,0.97,2000,3,8
3/9/2000,0.98,2000,3,9
3/10/2000,1.01,2000,3,10
3/13/2000,1.02,2000,3,13
3/14/2000,1.005,2000,3,14
3/15/2000,1,2000,3,15
3/16/2000,0.96,2000,3,16
3/17/2000,0.97,2000,3,17
3/20/2000,0.96,2000,3,20
3/21/2000,0.94,2000,3,21
3/22/2000,0.91,2000,3,22
3/23/2000,0.93,2000,3,23
3/24/2000,0.96,2000,3,24
3/27/2000,0.955,2000,3,27
3/28/2000,0.94,2000,3,28
3/29/2000,0.895,2000,3,29
3/30/2000,0.87,2000,3,30
3/31/2000,0.85,2000,3,31
4/3/2000,0.845,2000,4,3
4/4/2000,0.81,2000,4,4
4/5/2000,0.785,2000,4,5
4/6/2000,0.8,2000,4,6
4/7/2000,0.805,2000,4,7
4/10/2000,0.808,2000,4,10
4/11/2000,0.803,2000,4,11
4/12/2000,0.79,2000,4,12
4/13/2000,0.805,2000,4,13
4/14/2000,0.79,2000,4,14
4/17/2000,0.805,2000,4,17
4/18/2000,0.82,2000,4,18
4/19/2000,0.835,2000,4,19
4/20/2000,0.835,2000,4,20
4/24/2000,0.85,2000,4,24
4/25/2000,0.835,2000,4,25
4/26/2000,0.825,2000,4,26
4/27/2000,0.825,2000,4,27
4/28/2000,0.815,2000,4,28
5/1/2000,0.805,2000,5,1
5/2/2000,0.828,2000,5,2
5/3/2000,0.815,2000,5,3
5/4/2000,0.795,2000,5,4
5/5/2000,0.798,2000,5,5
5/8/2000,0.81,2000,5,8
5/9/2000,0.815,2000,5,9
5/10/2000,0.803,2000,5,10
5/11/2000,0.815,2000,5,11
5/12/2000,0.815,2000,5,12
5/15/2000,0.8,2000,5,15
5/16/2000,0.815,2000,5,16
5/17/2000,0.795,2000,5,17
5/18/2000,0.8,2000,5,18
5/19/2000,0.8,2000,5,19
5/22/2000,0.79,2000,5,22
5/23/2000,0.79,2000,5,23
5/24/2000,0.8,2000,5,24
5/25/2000,0.795,2000,5,25
5/26/2000,0.785,2000,5,26
5/30/2000,0.795,2000,5,30
5/31/2000,0.795,2000,5,31
6/1/2000,0.805,2000,6,1
6/2/2000,0.815,2000,6,2
6/5/2000,0.8,2000,6,5
6/6/2000,0.795,2000,6,6
6/7/2000,0.81,2000,6,7
6/8/2000,0.8,2000,6,8
6/9/2000,0.8,2000,6,9
6/12/2000,0.81,2000,6,12
6/13/2000,0.81,2000,6,13
6/14/2000,0.815,2000,6,14
6/15/2000,0.815,2000,6,15
6/16/2000,0.82,2000,6,16
6/19/2000,0.825,2000,6,19
6/20/2000,0.835,2000,6,20
6/21/2000,0.845,2000,6,21
6/22/2000,0.855,2000,6,22
6/23/2000,0.865,2000,6,23
6/26/2000,0.885,2000,6,26
6/27/2000,0.9,2000,6,27
6/28/2000,0.9,2000,6,28
6/29/2000,0.915,2000,6,29
6/30/2000,0.948,2000,6,30
7/3/2000,0.948,2000,7,3
7/5/2000,0.945,2000,7,5
7/6/2000,0.925,2000,7,6
7/7/2000,0.89,2000,7,7
7/10/2000,0.89,2000,7,10
7/11/2000,0.885,2000,7,11
7/12/2000,0.885,2000,7,12
7/13/2000,0.875,2000,7,13
7/14/2000,0.885,2000,7,14
7/17/2000,0.89,2000,7,17
7/18/2000,0.89,2000,7,18
7/19/2000,0.9,2000,7,19
7/20/2000,0.89,2000,7,20
7/21/2000,0.885,2000,7,21
7/24/2000,0.875,2000,7,24
7/25/2000,0.87,2000,7,25
7/26/2000,0.87,2000,7,26
7/27/2000,0.885,2000,7,27
7/28/2000,0.905,2000,7,28
7/31/2000,0.905,2000,7,31
8/1/2000,0.915,2000,8,1
8/2/2000,0.94,2000,8,2
8/3/2000,0.925,2000,8,3
8/4/2000,0.945,2000,8,4
8/7/2000,0.933,2000,8,7
8/8/2000,0.953,2000,8,8
8/9/2000,0.965,2000,8,9
8/10/2000,0.985,2000,8,10
8/11/2000,0.98,2000,8,11
8/14/2000,1.005,2000,8,14
8/15/2000,1.005,2000,8,15
8/16/2000,1.01,2000,8,16
8/17/2000,1.03,2000,8,17
8/18/2000,1.035,2000,8,18
8/21/2000,1.075,2000,8,21
8/22/2000,1.075,2000,8,22
8/23/2000,1.14,2000,8,23
8/24/2000,1.2,2000,8,24
8/25/2000,1.235,2000,8,25
8/28/2000,1.235,2000,8,28
8/29/2000,1.26,2000,8,29
8/30/2000,1.255,2000,8,30
8/31/2000,1.258,2000,8,31
9/1/2000,1.255,2000,9,1
9/5/2000,1.26,2000,9,5
9/6/2000,1.28,2000,9,6
9/7/2000,1.26,2000,9,7
9/8/2000,1.24,2000,9,8
9/11/2000,1.235,2000,9,11
9/12/2000,1.21,2000,9,12
9/13/2000,1.185,2000,9,13
9/14/2000,1.165,2000,9,14
9/15/2000,1.17,2000,9,15
9/18/2000,1.193,2000,9,18
9/19/2000,1.17,2000,9,19
9/20/2000,1.21,2000,9,20
9/21/2000,1.2,2000,9,21
9/22/2000,1.2,2000,9,22
9/25/2000,1.165,2000,9,25
9/26/2000,1.165,2000,9,26
9/27/2000,1.165,2000,9,27
9/28/2000,1.138,2000,9,28
9/29/2000,1.125,2000,9,29
10/2/2000,1.158,2000,10,2
10/3/2000,1.145,2000,10,3
10/4/2000,1.135,2000,10,4
10/5/2000,1.12,2000,10,5
10/6/2000,1.118,2000,10,6
10/9/2000,1.135,2000,10,9
10/10/2000,1.19,2000,10,10
10/11/2000,1.173,2000,10,11
10/12/2000,1.19,2000,10,12
10/13/2000,1.17,2000,10,13
10/16/2000,1.16,2000,10,16
10/17/2000,1.16,2000,10,17
10/18/2000,1.155,2000,10,18
10/19/2000,1.155,2000,10,19
10/20/2000,1.163,2000,10,20
10/23/2000,1.158,2000,10,23
10/24/2000,1.19,2000,10,24
10/25/2000,1.21,2000,10,25
10/26/2000,1.21,2000,10,26
10/27/2000,1.21,2000,10,27
10/30/2000,1.22,2000,10,30
10/31/2000,1.2,2000,10,31
11/1/2000,1.2,2000,11,1
11/2/2000,1.2,2000,11,2
11/3/2000,1.175,2000,11,3
11/6/2000,1.175,2000,11,6
11/7/2000,1.175,2000,11,7
11/8/2000,1.21,2000,11,8
11/9/2000,1.19,2000,11,9
11/10/2000,1.22,2000,11,10
11/13/2000,1.22,2000,11,13
11/14/2000,1.215,2000,11,14
11/15/2000,1.24,2000,11,15
11/16/2000,1.22,2000,11,16
11/17/2000,1.23,2000,11,17
11/20/2000,1.21,2000,11,20
11/21/2000,1.21,2000,11,21
11/22/2000,1.2,2000,11,22
11/24/2000,1.2,2000,11,24
11/27/2000,1.19,2000,11,27
11/28/2000,1.21,2000,11,28
11/29/2000,1.2,2000,11,29
11/30/2000,1.19,2000,11,30
12/1/2000,1.165,2000,12,1
12/4/2000,1.17,2000,12,4
12/5/2000,1.14,2000,12,5
12/6/2000,1.1,2000,12,6
12/7/2000,1.105,2000,12,7
12/8/2000,1.105,2000,12,8
12/11/2000,1.075,2000,12,11
12/12/2000,1.055,2000,12,12
12/13/2000,1.07,2000,12,13
12/14/2000,1.045,2000,12,14
12/15/2000,1.065,2000,12,15
12/18/2000,1.07,2000,12,18
12/19/2000,1.02,2000,12,19
12/20/2000,0.98,2000,12,20
12/21/2000,0.98,2000,12,21
12/22/2000,1,2000,12,22
12/26/2000,1.015,2000,12,26
12/27/2000,1.01,2000,12,27
12/28/2000,0.99,2000,12,28
12/29/2000,0.99,2000,12,29
1/2/2001,0.99,2001,1,2
1/3/2001,0.955,2001,1,3
1/4/2001,0.955,2001,1,4
1/5/2001,0.955,2001,1,5
1/8/2001,0.92,2001,1,8
1/9/2001,0.865,2001,1,9
1/10/2001,0.83,2001,1,10
1/11/2001,0.815,2001,1,11
1/12/2001,0.82,2001,1,12
1/16/2001,0.84,2001,1,16
1/17/2001,0.86,2001,1,17
1/18/2001,0.875,2001,1,18
1/19/2001,0.925,2001,1,19
1/22/2001,0.93,2001,1,22
1/23/2001,0.9,2001,1,23
1/24/2001,0.885,2001,1,24
1/25/2001,0.925,2001,1,25
1/26/2001,0.925,2001,1,26
1/29/2001,0.91,2001,1,29
1/30/2001,0.895,2001,1,30
1/31/2001,0.875,2001,1,31
2/1/2001,0.905,2001,2,1
2/2/2001,0.92,2001,2,2
2/5/2001,0.92,2001,2,5
2/6/2001,0.92,2001,2,6
2/7/2001,0.905,2001,2,7
2/8/2001,0.92,2001,2,8
2/9/2001,0.925,2001,2,9
2/12/2001,0.935,2001,2,12
2/13/2001,0.915,2001,2,13
2/14/2001,0.92,2001,2,14
2/15/2001,0.89,2001,2,15
2/16/2001,0.89,2001,2,16
2/20/2001,0.87,2001,2,20
2/21/2001,0.86,2001,2,21
2/22/2001,0.87,2001,2,22
2/23/2001,0.875,2001,2,23
2/26/2001,0.91,2001,2,26
2/27/2001,0.89,2001,2,27
2/28/2001,0.885,2001,2,28
3/1/2001,0.868,2001,3,1
3/2/2001,0.89,2001,3,2
3/5/2001,0.89,2001,3,5
3/6/2001,0.885,2001,3,6
3/7/2001,0.88,2001,3,7
3/8/2001,0.88,2001,3,8
3/9/2001,0.87,2001,3,9
3/12/2001,0.865,2001,3,12
3/13/2001,0.865,2001,3,13
3/14/2001,0.845,2001,3,14
3/15/2001,0.85,2001,3,15
3/16/2001,0.85,2001,3,16
3/19/2001,0.83,2001,3,19
3/20/2001,0.83,2001,3,20
3/21/2001,0.85,2001,3,21
3/22/2001,0.865,2001,3,22
3/23/2001,0.875,2001,3,23
3/26/2001,0.89,2001,3,26
3/27/2001,0.895,2001,3,27
3/28/2001,0.87,2001,3,28
3/29/2001,0.885,2001,3,29
3/30/2001,0.875,2001,3,30
4/2/2001,0.85,2001,4,2
4/3/2001,0.86,2001,4,3
4/4/2001,0.875,2001,4,4
4/5/2001,0.875,2001,4,5
4/6/2001,0.885,2001,4,6
4/9/2001,0.885,2001,4,9
4/10/2001,0.91,2001,4,10
4/11/2001,0.87,2001,4,11
4/12/2001,0.87,2001,4,12
4/16/2001,0.875,2001,4,16
4/17/2001,0.845,2001,4,17
4/18/2001,0.875,2001,4,18
4/19/2001,0.865,2001,4,19
4/20/2001,0.855,2001,4,20
4/23/2001,0.875,2001,4,23
4/24/2001,0.905,2001,4,24
4/25/2001,0.905,2001,4,25
4/26/2001,0.905,2001,4,26
4/27/2001,0.895,2001,4,27
4/30/2001,0.905,2001,4,30
5/1/2001,0.905,2001,5,1
5/2/2001,0.855,2001,5,2
5/3/2001,0.875,2001,5,3
5/4/2001,0.86,2001,5,4
5/7/2001,0.855,2001,5,7
5/8/2001,0.86,2001,5,8
5/9/2001,0.87,2001,5,9
5/10/2001,0.87,2001,5,10
5/11/2001,0.885,2001,5,11
5/14/2001,0.885,2001,5,14
5/15/2001,0.865,2001,5,15
5/16/2001,0.86,2001,5,16
5/17/2001,0.86,2001,5,17
5/18/2001,0.89,2001,5,18
5/21/2001,0.905,2001,5,21
5/22/2001,0.915,2001,5,22
5/23/2001,0.928,2001,5,23
5/24/2001,0.928,2001,5,24
5/25/2001,0.915,2001,5,25
5/29/2001,0.925,2001,5,29
5/30/2001,0.925,2001,5,30
5/31/2001,0.915,2001,5,31
6/1/2001,0.905,2001,6,1
6/4/2001,0.883,2001,6,4
6/5/2001,0.875,2001,6,5
6/6/2001,0.875,2001,6,6
6/7/2001,0.875,2001,6,7
6/8/2001,0.875,2001,6,8
6/11/2001,0.875,2001,6,11
6/12/2001,0.895,2001,6,12
6/13/2001,0.9,2001,6,13
6/14/2001,0.94,2001,6,14
6/15/2001,0.973,2001,6,15
6/18/2001,0.97,2001,6,18
6/19/2001,0.97,2001,6,19
6/20/2001,0.95,2001,6,20
6/21/2001,0.95,2001,6,21
6/22/2001,0.95,2001,6,22
6/25/2001,0.88,2001,6,25
6/26/2001,0.875,2001,6,26
6/27/2001,0.87,2001,6,27
6/28/2001,0.87,2001,6,28
6/29/2001,0.88,2001,6,29
7/2/2001,0.878,2001,7,2
7/3/2001,0.878,2001,7,3
7/5/2001,0.855,2001,7,5
7/6/2001,0.845,2001,7,6
7/9/2001,0.845,2001,7,9
7/10/2001,0.815,2001,7,10
7/11/2001,0.795,2001,7,11
7/12/2001,0.79,2001,7,12
7/13/2001,0.78,2001,7,13
7/16/2001,0.77,2001,7,16
7/17/2001,0.775,2001,7,17
7/18/2001,0.755,2001,7,18
7/19/2001,0.745,2001,7,19
7/20/2001,0.765,2001,7,20
7/23/2001,0.765,2001,7,23
7/24/2001,0.75,2001,7,24
7/25/2001,0.745,2001,7,25
7/26/2001,0.75,2001,7,26
7/27/2001,0.755,2001,7,27
7/30/2001,0.748,2001,7,30
7/31/2001,0.755,2001,7,31
8/1/2001,0.74,2001,8,1
8/2/2001,0.758,2001,8,2
8/3/2001,0.758,2001,8,3
8/6/2001,0.755,2001,8,6
8/7/2001,0.755,2001,8,7
8/8/2001,0.745,2001,8,8
8/9/2001,0.79,2001,8,9
8/10/2001,0.81,2001,8,10
8/13/2001,0.82,2001,8,13
8/14/2001,0.82,2001,8,14
8/15/2001,0.838,2001,8,15
8/16/2001,0.89,2001,8,16
8/17/2001,0.868,2001,8,17
8/20/2001,0.875,2001,8,20
8/21/2001,0.89,2001,8,21
8/22/2001,0.895,2001,8,22
8/23/2001,0.9,2001,8,23
8/24/2001,0.915,2001,8,24
8/27/2001,0.94,2001,8,27
8/28/2001,0.955,2001,8,28
8/29/2001,0.953,2001,8,29
8/30/2001,0.99,2001,8,30
8/31/2001,0.995,2001,8,31
9/4/2001,1.01,2001,9,4
9/5/2001,1.015,2001,9,5
9/6/2001,1.035,2001,9,6
9/7/2001,1.03,2001,9,7
9/10/2001,1.01,2001,9,10
9/11/2001,1.01,2001,9,11
9/12/2001,0.955,2001,9,12
9/13/2001,0.955,2001,9,13
9/14/2001,0.955,2001,9,14
9/17/2001,0.915,2001,9,17
9/18/2001,0.89,2001,9,18
9/19/2001,0.89,2001,9,19
9/20/2001,0.85,2001,9,20
9/21/2001,0.81,2001,9,21
9/24/2001,0.74,2001,9,24
9/25/2001,0.71,2001,9,25
9/26/2001,0.71,2001,9,26
9/27/2001,0.73,2001,9,27
9/28/2001,0.75,2001,9,28
10/1/2001,0.75,2001,10,1
10/2/2001,0.74,2001,10,2
10/3/2001,0.725,2001,10,3
10/4/2001,0.72,2001,10,4
10/5/2001,0.74,2001,10,5
10/8/2001,0.74,2001,10,8
10/9/2001,0.74,2001,10,9
10/10/2001,0.75,2001,10,10
10/11/2001,0.75,2001,10,11
10/12/2001,0.735,2001,10,12
10/15/2001,0.735,2001,10,15
10/16/2001,0.715,2001,10,16
10/17/2001,0.705,2001,10,17
10/18/2001,0.705,2001,10,18
10/19/2001,0.72,2001,10,19
10/22/2001,0.72,2001,10,22
10/23/2001,0.72,2001,10,23
10/24/2001,0.735,2001,10,24
10/25/2001,0.723,2001,10,25
10/26/2001,0.71,2001,10,26
10/29/2001,0.71,2001,10,29
10/30/2001,0.71,2001,10,30
10/31/2001,0.7,2001,10,31
11/1/2001,0.695,2001,11,1
11/2/2001,0.68,2001,11,2
11/5/2001,0.68,2001,11,5
11/6/2001,0.675,2001,11,6
11/7/2001,0.665,2001,11,7
11/8/2001,0.68,2001,11,8
11/9/2001,0.68,2001,11,9
11/12/2001,0.65,2001,11,12
11/13/2001,0.685,2001,11,13
11/14/2001,0.64,2001,11,14
11/15/2001,0.615,2001,11,15
11/16/2001,0.595,2001,11,16
11/19/2001,0.59,2001,11,19
11/20/2001,0.59,2001,11,20
11/21/2001,0.58,2001,11,21
11/26/2001,0.575,2001,11,26
11/27/2001,0.575,2001,11,27
11/28/2001,0.56,2001,11,28
11/29/2001,0.55,2001,11,29
11/30/2001,0.54,2001,11,30
12/3/2001,0.53,2001,12,3
12/4/2001,0.525,2001,12,4
12/5/2001,0.525,2001,12,5
12/6/2001,0.505,2001,12,6
12/7/2001,0.5,2001,12,7
12/10/2001,0.49,2001,12,10
12/11/2001,0.505,2001,12,11
12/12/2001,0.505,2001,12,12
12/13/2001,0.535,2001,12,13
12/14/2001,0.55,2001,12,14
12/17/2001,0.57,2001,12,17
12/18/2001,0.6,2001,12,18
12/19/2001,0.63,2001,12,19
12/20/2001,0.61,2001,12,20
12/21/2001,0.615,2001,12,21
12/26/2001,0.645,2001,12,26
12/27/2001,0.64,2001,12,27
12/28/2001,0.628,2001,12,28
12/31/2001,0.633,2001,12,31
1/2/2002,0.64,2002,1,2
1/3/2002,0.6,2002,1,3
1/4/2002,0.61,2002,1,4
1/7/2002,0.58,2002,1,7
1/8/2002,0.56,2002,1,8
1/9/2002,0.545,2002,1,9
1/10/2002,0.555,2002,1,10
1/11/2002,0.55,2002,1,11
1/14/2002,0.533,2002,1,14
1/15/2002,0.513,2002,1,15
1/16/2002,0.52,2002,1,16
1/17/2002,0.52,2002,1,17
1/18/2002,0.53,2002,1,18
1/22/2002,0.57,2002,1,22
1/23/2002,0.57,2002,1,23
1/24/2002,0.61,2002,1,24
1/25/2002,0.58,2002,1,25
1/28/2002,0.58,2002,1,28
1/29/2002,0.58,2002,1,29
1/30/2002,0.56,2002,1,30
1/31/2002,0.59,2002,1,31
2/1/2002,0.595,2002,2,1
2/4/2002,0.593,2002,2,4
2/5/2002,0.595,2002,2,5
2/6/2002,0.59,2002,2,6
2/7/2002,0.59,2002,2,7
2/8/2002,0.595,2002,2,8
2/11/2002,0.62,2002,2,11
2/12/2002,0.62,2002,2,12
2/13/2002,0.608,2002,2,13
2/14/2002,0.615,2002,2,14
2/15/2002,0.615,2002,2,15
2/19/2002,0.633,2002,2,19
2/20/2002,0.625,2002,2,20
2/21/2002,0.625,2002,2,21
2/22/2002,0.62,2002,2,22
2/25/2002,0.62,2002,2,25
2/26/2002,0.64,2002,2,26
2/27/2002,0.65,2002,2,27
2/28/2002,0.665,2002,2,28
3/1/2002,0.665,2002,3,1
3/4/2002,0.685,2002,3,4
3/5/2002,0.695,2002,3,5
3/6/2002,0.685,2002,3,6
3/7/2002,0.725,2002,3,7
3/8/2002,0.715,2002,3,8
3/11/2002,0.715,2002,3,11
3/12/2002,0.715,2002,3,12
3/13/2002,0.935,2002,3,13
3/14/2002,0.745,2002,3,14
3/15/2002,0.635,2002,3,15
3/18/2002,0.765,2002,3,18
3/19/2002,0.763,2002,3,19
3/20/2002,0.775,2002,3,20
3/21/2002,0.775,2002,3,21
3/22/2002,0.765,2002,3,22
3/25/2002,0.765,2002,3,25
3/26/2002,0.75,2002,3,26
3/27/2002,0.755,2002,3,27
3/28/2002,0.755,2002,3,28
4/1/2002,0.765,2002,4,1
4/2/2002,0.773,2002,4,2
4/3/2002,0.755,2002,4,3
4/4/2002,0.755,2002,4,4
4/5/2002,0.76,2002,4,5
4/8/2002,0.76,2002,4,8
4/9/2002,0.74,2002,4,9
4/10/2002,0.735,2002,4,10
4/11/2002,0.72,2002,4,11
4/12/2002,0.68,2002,4,12
4/15/2002,0.695,2002,4,15
4/16/2002,0.695,2002,4,16
4/17/2002,0.695,2002,4,17
4/18/2002,0.71,2002,4,18
4/19/2002,0.708,2002,4,19
4/22/2002,0.715,2002,4,22
4/23/2002,0.715,2002,4,23
4/24/2002,0.718,2002,4,24
4/25/2002,0.73,2002,4,25
4/26/2002,0.72,2002,4,26
4/29/2002,0.725,2002,4,29
4/30/2002,0.71,2002,4,30
5/1/2002,0.715,2002,5,1
5/2/2002,0.705,2002,5,2
5/3/2002,0.705,2002,5,3
5/6/2002,0.695,2002,5,6
5/7/2002,0.695,2002,5,7
5/8/2002,0.685,2002,5,8
5/9/2002,0.685,2002,5,9
5/10/2002,0.675,2002,5,10
5/13/2002,0.675,2002,5,13
5/14/2002,0.71,2002,5,14
5/15/2002,0.695,2002,5,15
5/16/2002,0.695,2002,5,16
5/17/2002,0.695,2002,5,17
5/20/2002,0.745,2002,5,20
5/21/2002,0.735,2002,5,21
5/22/2002,0.73,2002,5,22
5/23/2002,0.725,2002,5,23
5/24/2002,0.72,2002,5,24
5/28/2002,0.705,2002,5,28
5/29/2002,0.71,2002,5,29
5/30/2002,0.71,2002,5,30
5/31/2002,0.71,2002,5,31
6/3/2002,0.73,2002,6,3
6/4/2002,0.73,2002,6,4
6/5/2002,0.723,2002,6,5
6/6/2002,0.725,2002,6,6
6/7/2002,0.725,2002,6,7
6/10/2002,0.725,2002,6,10
6/11/2002,0.73,2002,6,11
6/12/2002,0.725,2002,6,12
6/13/2002,0.735,2002,6,13
6/14/2002,0.725,2002,6,14
6/17/2002,0.74,2002,6,17
6/18/2002,0.74,2002,6,18
6/19/2002,0.735,2002,6,19
6/20/2002,0.738,2002,6,20
